2024-04-30 17:22:05.786 | INFO     | __main__:<module>:122 - 开始执行...
2024-04-30 17:22:08.383 | INFO     | __main__:get_repo_issues_list:59 - {'title': '怎么回事，call命令需要哪个环境包', 'number': 27, 'body': '![image](https://github.com/Ikaros-521/AI-Vtuber/assets/13833404/cffee858-9e6b-4dc5-b5c4-661c41181c7d)\r\n'}
2024-04-30 17:22:08.384 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复语音合成内容错误的bug', 'number': 28, 'body': None}
2024-04-30 17:22:08.386 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充说明文档', 'number': 29, 'body': None}
2024-04-30 17:22:08.387 | INFO     | __main__:get_repo_issues_list:59 - {'title': '删除多余的queue', 'number': 30, 'body': None}
2024-04-30 17:22:08.502 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充遗漏的requests', 'number': 31, 'body': None}
2024-04-30 17:22:08.632 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复claude模式代码的小bug', 'number': 32, 'body': None}
2024-04-30 17:22:08.739 | INFO     | __main__:get_repo_issues_list:59 - {'title': '使用抽象层统一模型，方便模型的拓展与维护', 'number': 33, 'body': '更新内容：\r\n1. 使用统一的抽象层管理模型，所有需要依赖外部模型的模式，均从统一抽象层中获取\r\n2. config.json 变动，移除模式中对某一类的大模型依赖。该变动需要前端统一改变\r\n\r\n前端界面配置：\r\n![image](https://github.com/Ikaros-521/AI-Vtuber/assets/46062705/592da927-cafc-4797-9040-49b710a1b85a)\r\n- 进入配置中心后，首先要设置模型的信息\r\n- 配置注入在 my_handle.py 第72行开始\r\n\r\n![image](https://github.com/Ikaros-521/AI-Vtuber/assets/46062705/d9e94cd1-67a5-4878-9386-01ef8f580269)\r\n- 在之前设置好模型后，再进入接下来的界面，设置该模式的其他信息'}
2024-04-30 17:22:08.873 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'readme更新', 'number': 34, 'body': None}
2024-04-30 17:22:08.984 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充遗漏的ui文件；bug修复：vits配置项依赖问题', 'number': 35, 'body': None}
2024-04-30 17:22:09.038 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'GUI补充缺失的vits的speed、增加SD的配置', 'number': 36, 'body': None}
2024-04-30 17:22:09.138 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'GUI修改Edge-TTS的说话人配置为下拉菜单，数据文件在data下，可以自行编辑修改', 'number': 37, 'body': None}
2024-04-30 17:22:09.205 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复保存配置时，edge-tts配置报错错误导致程序无法正常工作的bug', 'number': 38, 'body': None}
2024-04-30 17:22:09.290 | INFO     | __main__:get_repo_issues_list:59 - {'title': '音频合成部分，Edge-TTS改直接调用库来合成，并被迫改为异步。（不过架构确实有问题）', 'number': 39, 'body': '这么一改，打包整合包时，edge-tts的调用路径也省了'}
2024-04-30 17:22:09.357 | INFO     | __main__:get_repo_issues_list:59 - {'title': '将langchain_pdf和langchain_pdf_local统一为chat_with_file模式', 'number': 40, 'body': '### chat_with_file 模式说明\r\n#### 模式简介\r\n用户上传预先设定好的“人物设定”文件（pdf、txt等文本文件），让用户自定义配置角色背景信息、设定\r\n1. 当用户输入一个查询时，这个系统首先会在本地文档集合中进行相似性搜索，寻找与查询最相关的文档。\r\n2. 然后，它会把这些相关文档以及用户的查询作为输入，传递给语言模型。这个语言模型会基于这些输入生成一个答案。\r\n3. 如果系统在本地文档集合中找不到任何与用户查询相关的文档，或者如果语言模型无法基于给定的输入生成一个有意义的答案，那么这个系统可能就无法回答用户的查询。\r\n\r\n\r\n#### 模式配置\r\nchat_type设置为 “chat_with_file” 方可使用。使用前必须先设置好 opeanai、claude 等模型的访问 token 相关的配置。\r\nchat_with_file 目前支持以下模式，在相关配置下的 chat_mode 进行配置：\r\n- claude：使用claude作为聊天模型，需要同时设置好 local_vector_embedding_model 本地向量数据库。该模式会使用本地向量数据库存储数据。\r\n- openai_vector_search：仅仅使用向量数据库作查询，不做gpt的调用，可以节省token，做个简单的本地数据搜索。目前使用OpenAIEmbedding进行向量化，所以需要配置好OpenAI信息\r\n- openai_gpt：从向量数据库中查询到相关信息后，将其传递给gpt模型，让模型作进一步处理\r\n\r\n推荐使用Claude模式，这样可以免费使用，无需消耗openai的token。\r\n后续会支持更多免费模型，如：文心一言、讯飞星火等\r\n\r\n注意：\r\n- 本地向量数据库使用的是HuggingFace的模型，请确保电脑可以连接到HuggingFace网站，否则无法下载模型！\r\n- 需要根据config.json修改一下前端\r\n'}
2024-04-30 17:22:09.421 | INFO     | __main__:get_repo_issues_list:59 - {'title': '将langchain_pdf和langchain_pdf_local两个模式统一为chat_with_file模式；GUI适配；bug修复', 'number': 41, 'body': '### 2023-06-28\r\n- 将langchain_pdf和langchain_pdf_local两个模式统一为chat_with_file模式\r\n\r\n### 2023-06-29\r\n- 合并dev和main，并同步兼容GUI。\r\n- 修复GPT_MODEL初始化claude时的空配置bug\r\n- bilibili-api-python需要升级至15.5.1，更加稳定\r\n- GUI改langchain为chat_with_file\r\n- 正式合入主线'}
2024-04-30 17:22:09.463 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补上遗漏的依赖，部分需要用户使用时自行安装补', 'number': 42, 'body': None}
2024-04-30 17:22:09.557 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修订懒人包打包说明', 'number': 43, 'body': None}
2024-04-30 17:22:09.602 | INFO     | __main__:get_repo_issues_list:59 - {'title': '新增强制拉取脚本', 'number': 44, 'body': None}
2024-04-30 17:22:09.674 | INFO     | __main__:get_repo_issues_list:59 - {'title': '文件格式优化', 'number': 45, 'body': None}
2024-04-30 17:22:09.756 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复chat_with_file中openai_gpt模式的bug', 'number': 46, 'body': None}
2024-04-30 17:22:09.836 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'bug修复', 'number': 47, 'body': None}
2024-04-30 17:22:09.882 | INFO     | __main__:get_repo_issues_list:59 - {'title': '0630 - bug修复&文档优化', 'number': 48, 'body': '分支有点混乱0.0'}
2024-04-30 17:22:09.988 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修改chat_mode的gpt为chatgpt，适配调整。', 'number': 49, 'body': None}
2024-04-30 17:22:10.056 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充待办事项；MD增加目录', 'number': 50, 'body': None}
2024-04-30 17:22:10.103 | INFO     | __main__:get_repo_issues_list:59 - {'title': '追加对text-generation-webui的兼容', 'number': 51, 'body': None}
2024-04-30 17:22:10.150 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复chat_with_file，openai相关模式下的无法使用的bug；补充缺失的faiss-cpu依赖；后置create_faiss_index_from_zip的加载。', 'number': 52, 'body': None}
2024-04-30 17:22:10.206 | INFO     | __main__:get_repo_issues_list:59 - {'title': '语音合成逻辑升级，会先对中文长文本进行切分，然后多线程队列合成，从而可以通过多次合成的方式处理长回复。', 'number': 53, 'body': None}
2024-04-30 17:22:10.346 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'GUI部分优化', 'number': 54, 'body': 'GUI部分固定配置项改为下拉框形式，简化配置难度。  \r\nGUI chat_with_file部分对chatgpt/claude的配置依赖，改选中直接呼出3个配置box。  '}
2024-04-30 17:22:10.404 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复音频分割部分对短音频丢失问题的恶性bug。', 'number': 55, 'body': None}
2024-04-30 17:22:10.469 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'chat_with_file模式支持加载本地模型，无需链接huggingface仓库', 'number': 56, 'body': None}
2024-04-30 17:22:10.522 | INFO     | __main__:get_repo_issues_list:59 - {'title': '延长audio合成部分，合成队列的循环延时，一定程度上降低对Edge-TTS的压力；vits没有启动时的数据解析追加try异常捕获。', 'number': 57, 'body': None}
2024-04-30 17:22:10.559 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复chat_with_file模式下openai读取本地zip文件错误的bug', 'number': 58, 'body': None}
2024-04-30 17:22:10.654 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复 回复文本切分时，对空字符串的过滤遗漏，并对.的过滤进行删除，默认中文环境的过滤', 'number': 59, 'body': None}
2024-04-30 17:22:10.747 | INFO     | __main__:get_repo_issues_list:59 - {'title': '音频合成部分基本上都进行了异常捕获。', 'number': 60, 'body': None}
2024-04-30 17:22:10.827 | INFO     | __main__:get_repo_issues_list:59 - {'title': '新增功能 点歌模式 触发优先级高于LLM和弹幕过滤机制，可以通过 自定义点歌和取消点歌命令 播放本机已有音频。', 'number': 61, 'body': '- 新增功能 点歌模式 触发优先级高于LLM和弹幕过滤机制，可以通过 自定义点歌和取消点歌命令 播放本机已有音频。\r\n- 删除多余歌曲，仅保留2个demo\r\n- 添加song文件夹的忽略'}
2024-04-30 17:22:10.996 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充GUI部分 画图功能的配置项提示', 'number': 62, 'body': None}
2024-04-30 17:22:11.033 | INFO     | __main__:get_repo_issues_list:59 - {'title': '备份新的懒人包脚本', 'number': 63, 'body': None}
2024-04-30 17:22:11.137 | INFO     | __main__:get_repo_issues_list:59 - {'title': '新增so-vits-svc的接入，可以对edge-tts/vits-fast合成后的音频进行变声后在输出；优化链接过滤的实现，提升准确性', 'number': 64, 'body': None}
2024-04-30 17:22:11.239 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充文档说明', 'number': 65, 'body': None}
2024-04-30 17:22:11.362 | INFO     | __main__:get_repo_issues_list:59 - {'title': '如果想要適配Youtube需要提供哪些接口?', 'number': 66, 'body': None}
2024-04-30 17:22:11.466 | INFO     | __main__:get_repo_issues_list:59 - {'title': '微调了语音合成前的文本切分算法，会控制在10-30字，结合合成时间大概可能也许可以达到不错的连续性。', 'number': 67, 'body': None}
2024-04-30 17:22:11.608 | INFO     | __main__:get_repo_issues_list:59 - {'title': '点歌模式 支持子文件夹的音频文件搜索，不用拘泥于一级目录了。', 'number': 68, 'body': '文案UI设计中...'}
2024-04-30 17:22:11.757 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复source_data因为路径已存在而没有定义的bug；音频合成输出日志；补充chat_with_file相关依赖', 'number': 69, 'body': None}
2024-04-30 17:22:11.864 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复点歌完成后，还进行LLM对话的bug；更新说明文档', 'number': 70, 'body': None}
2024-04-30 17:22:11.935 | INFO     | __main__:get_repo_issues_list:59 - {'title': '【问题】b站获取不到弹幕', 'number': 71, 'body': '已同步问题到 第三方库，待处理\r\n![S@CQAL8{XP0U~WD`GC0WI78](https://github.com/Ikaros-521/AI-Vtuber/assets/40910637/c24923ee-cf46-4f98-abc0-63b78535676f)\r\n'}
2024-04-30 17:22:11.953 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复点歌完成后，还进行LLM对话的bug', 'number': 72, 'body': None}
2024-04-30 17:22:11.981 | INFO     | __main__:get_repo_issues_list:59 - {'title': '文案功能开发中；给启动脚本加个cmd保持，方便看崩溃报错', 'number': 73, 'body': None}
2024-04-30 17:22:12.023 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复chat_with_file openai_gpt模式，数据切分丢失数据的恶性bug。', 'number': 74, 'body': None}
2024-04-30 17:22:12.049 | INFO     | __main__:get_repo_issues_list:59 - {'title': '初步实现文案音频合成功能；优化文档说明', 'number': 75, 'body': None}
2024-04-30 17:22:12.074 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充懒人包依赖安装脚本', 'number': 76, 'body': None}
2024-04-30 17:22:12.121 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充 文档说明', 'number': 77, 'body': '追加待办事项'}
2024-04-30 17:22:12.137 | INFO     | __main__:get_repo_issues_list:59 - {'title': '新增 文案模式，基本完成功能。可以自定义文案、合成音频、配置相关信息、循环暂停播放文案。', 'number': 78, 'body': None}
2024-04-30 17:22:12.196 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复 文案模式 合成音频失败的bug', 'number': 79, 'body': None}
2024-04-30 17:22:12.238 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复 文案模式 没有运行就可以进行合成、播放、暂停操作的bug', 'number': 80, 'body': None}
2024-04-30 17:22:12.272 | INFO     | __main__:get_repo_issues_list:59 - {'title': '优化 文案模式 音频播放部分的实现逻辑。新增加载文案不存在就创建的机制。追加了文案页的各个配置和相关说明。', 'number': 81, 'body': None}
2024-04-30 17:22:12.306 | INFO     | __main__:get_repo_issues_list:59 - {'title': '更新文档', 'number': 82, 'body': None}
2024-04-30 17:22:12.337 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复 audio子线程sleep阻塞主线程弹幕监听的问题。', 'number': 83, 'body': None}
2024-04-30 17:22:12.374 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修复 文案音频暂停后 会被弹幕重新激活的bug。优化 文案模式 GUI相关交互', 'number': 84, 'body': None}
2024-04-30 17:22:12.429 | INFO     | __main__:get_repo_issues_list:59 - {'title': '新增 聊天模式-谷歌。可以本地直接与LLM进行语音聊天。（依赖魔法）', 'number': 85, 'body': None}
2024-04-30 17:22:12.474 | INFO     | __main__:get_repo_issues_list:59 - {'title': '新增 SD模型下 LLM对提示词优化的功能。', 'number': 86, 'body': None}
2024-04-30 17:22:12.504 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'SD模型下 LLM对提示词优化的功能。GUI同步适配。', 'number': 87, 'body': None}
2024-04-30 17:22:12.539 | INFO     | __main__:get_repo_issues_list:59 - {'title': '通过js控制live2d模型加载；更新依赖更新脚本', 'number': 88, 'body': None}
2024-04-30 17:22:12.576 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'GUI可以检索Live2D路径下的模型进行动态修改配置;追加 Live2D官网所有的免费模型', 'number': 89, 'body': None}
2024-04-30 17:22:12.597 | INFO     | __main__:get_repo_issues_list:59 - {'title': '增加api-example.py 接口的调用', 'number': 90, 'body': None}
2024-04-30 17:22:12.600 | INFO     | __main__:get_repo_issues_list:59 - {'title': '新增 答谢功能（入场欢迎、礼物答谢），暂时只支持B站，GUI同步进行配置; 部分live2d文件命名更正', 'number': 91, 'body': None}
2024-04-30 17:22:12.647 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'chat_with_file.py 和 gpt.py match case 语法报错', 'number': 92, 'body': '![image](https://github.com/Ikaros-521/AI-Vtuber/assets/55431840/58504411-37b2-4499-97c5-23fbe13d4e36)\r\n![image](https://github.com/Ikaros-521/AI-Vtuber/assets/55431840/9056394a-8493-49a1-a6cf-047401c73161)\r\n环境为3.10，怎么看都没有看出问题 是否考虑换一种写法\r\n'}
2024-04-30 17:22:12.665 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充缺失的新依赖', 'number': 93, 'body': None}
2024-04-30 17:22:12.670 | INFO     | __main__:get_repo_issues_list:59 - {'title': '优化文档', 'number': 94, 'body': None}
2024-04-30 17:22:12.675 | INFO     | __main__:get_repo_issues_list:59 - {'title': '重新生成目录，调整目录顺序', 'number': 95, 'body': None}
2024-04-30 17:22:12.682 | INFO     | __main__:get_repo_issues_list:59 - {'title': "【报错】ERROR: Conmunicate.__init__() got an unexpected keyword argument 'text'", 'number': 96, 'body': '问题根因：Edge-TTS版本过低\r\n解决方案：升级到指定版本 pip install edge-tts==6.1.6'}
2024-04-30 17:22:12.695 | INFO     | __main__:get_repo_issues_list:59 - {'title': '【报错】更新依赖时报错 ERROR: Cannot install -r requirements_bilibili.txt (line 23), aiohttp and langchain==0.0.142 because these package versions have conflicting dependencies.', 'number': 97, 'body': 'aiohttp依赖冲突问题。可以删除`requirements_bilibili.txt`中的`langchain==0.0.142`和`bilibili-api==9.1.0`，然后进行重新安装。安装完成后，手动安装这2个库（按顺序安装）。  \r\n```\r\nMiniconda3\\python.exe -m pip install bilibili-api==9.1.0\r\nMiniconda3\\python.exe -m pip install langchain==0.0.142\r\n```\r\n'}
2024-04-30 17:22:12.708 | INFO     | __main__:get_repo_issues_list:59 - {'title': '【报错】openai 接口报错: <empty message>', 'number': 98, 'body': '可能是API KEY过期了/额度没了，请检查API KEY是否可用。  \r\n在线测试参考：  \r\n[chatgpt-html](http://ikaros521.eu.org/chatgpt-html/)  \r\n[ChatGPT-Next-Web](https://chat-gpt-next-web-ikaros-521.vercel.app/)  '}
2024-04-30 17:22:12.715 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充FAQ;指定edge-tts版本', 'number': 99, 'body': None}
2024-04-30 17:22:12.722 | INFO     | __main__:get_repo_issues_list:59 - {'title': '优化文本切分算法；删除部分大Live2D模型和不好看的模型', 'number': 100, 'body': None}
2024-04-30 17:22:14.315 | INFO     | __main__:get_repo_issues_list:44 - 第2页 * 100, 获取到 100 个issue
2024-04-30 17:22:14.316 | INFO     | __main__:get_repo_issues_list:59 - {'title': '增加项目的思维导图', 'number': 101, 'body': None}
2024-04-30 17:22:14.317 | INFO     | __main__:get_repo_issues_list:59 - {'title': '新增简易流程图', 'number': 102, 'body': None}
2024-04-30 17:22:14.318 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充目录', 'number': 103, 'body': None}
2024-04-30 17:22:14.319 | INFO     | __main__:get_repo_issues_list:59 - {'title': '更新流程图', 'number': 104, 'body': None}
2024-04-30 17:22:14.320 | INFO     | __main__:get_repo_issues_list:59 - {'title': '新增TTS模式 genshinvoice_top,调用第三方接口完成语音合成', 'number': 105, 'body': None}
2024-04-30 17:22:14.321 | INFO     | __main__:get_repo_issues_list:59 - {'title': '完善思维导图', 'number': 106, 'body': None}
2024-04-30 17:22:14.322 | INFO     | __main__:get_repo_issues_list:59 - {'title': '增加so-vits-svc4.1的bug解决方案；恢复默认配置', 'number': 107, 'body': None}
2024-04-30 17:22:14.323 | INFO     | __main__:get_repo_issues_list:59 - {'title': '🙋 File ".\\flask_api_full_song.py", line 38, in wav2wav out_audio, out_sr = svc_model.infer(spk, tran, raw_path) ValueError: too many values to unpack (expected 2)', 'number': 108, 'body': '## Question Report\r\n\r\n- 搜索打开和关闭的 [GitHub 问题](https://github.com/eryajf/go-ldap-admin/issues)\r\n\r\n请在提交问题之前回答这些问题，谢谢。 | Please answer these questions before submitting them. Thank you.\r\n\r\n### 你使用了哪个版本？ | Which version did you use?\r\nAI-Vtuber-20230711\r\n\r\n### 您使用的python版本&系统环境？ | Your usage python version & system?\r\npy3.10.11\r\nwin11\r\n\r\n### 预期行为 | Expected behavior\r\nso-vits-svc4.1正常进行变声\r\n\r\n### 实际行为 | Actual behavior\r\nsovits报错：\r\n```\r\nFile ".\\flask_api_full_song.py", line 38, in wav2wav \r\nout_audio, out_sr = svc_model.infer(spk, tran, raw_path) \r\nValueError: too many values to unpack (expected 2)\r\n```\r\n\r\n### 原因分析（如果可以） | Cause analysis (if possible)\r\ninfer返回数据量不匹配\r\n\r\n### 问题重现步骤 | Steps to reproduce the problem\r\nso-vits-svc4.1的整合包，启动`.\\workenv\\python.exe .\\flask_api_full_song.py`\r\n运行AI Vtuber，聊天页发送 聊天内容，报错'}
2024-04-30 17:22:14.326 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充live2d板块的描述', 'number': 109, 'body': None}
2024-04-30 17:22:14.327 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'GUI聊天页运行不跳转；增加测试记录', 'number': 110, 'body': None}
2024-04-30 17:22:14.329 | INFO     | __main__:get_repo_issues_list:59 - {'title': '修改 聊天模式-谷歌 为 聊天模式，新增语音识别 百度接口。', 'number': 111, 'body': None}
2024-04-30 17:22:14.332 | INFO     | __main__:get_repo_issues_list:59 - {'title': '优化聊天页UI', 'number': 112, 'body': None}
2024-04-30 17:22:14.333 | INFO     | __main__:get_repo_issues_list:59 - {'title': '录音文件 talk.py', 'number': 113, 'body': '![image](https://github.com/Ikaros-521/AI-Vtuber/assets/55431840/a3b1d884-ea66-411a-8276-454054ed5e0e)\r\n![image](https://github.com/Ikaros-521/AI-Vtuber/assets/55431840/f5620336-4b25-4ce0-90d0-cf5bf3f1b4d5)\r\n如果选择的开始录音快捷键为字母，比如我为q，这里有一个大小写的问题，导致后续逻辑执行不到。\r\n另外感觉本地录音模式比较实用，比如我按一个q之后，除了判断冷却时间之外，应该暂时阻塞其他按键，再按一个s可以结束录音监听，下次按q再把进程起起来。。\r\n现模式主要是有这样一个问题，比如我调试的时候，按了f8下一步，发现循环又进来这个方法了，现在一直在监听，有点套娃\r\n![image](https://github.com/Ikaros-521/AI-Vtuber/assets/55431840/67d7a24f-103c-4137-8c77-e42132edc752)\r\n以上纯属个人意见，改不改无所谓\r\n'}
2024-04-30 17:22:14.335 | INFO     | __main__:get_repo_issues_list:59 - {'title': '追加线程进程退出处理（部分有效）；补充chatgpt代理站使用方法', 'number': 114, 'body': None}
2024-04-30 17:22:14.336 | INFO     | __main__:get_repo_issues_list:59 - {'title': '聊天模式 按键触发兼容英文大小写字母；聊天模式 支持循环录音功能，新增停止触发按键', 'number': 115, 'body': None}
2024-04-30 17:22:14.337 | INFO     | __main__:get_repo_issues_list:59 - {'title': '优化cluade协程处理方式', 'number': 116, 'body': '解决python的asyncio事件循环无法嵌套调用引起的异常'}
2024-04-30 17:22:14.338 | INFO     | __main__:get_repo_issues_list:59 - {'title': '优化cluade协程处理方式', 'number': 117, 'body': None}
2024-04-30 17:22:14.339 | INFO     | __main__:get_repo_issues_list:59 - {'title': 'chat_with_file的openai_gpt同样使用提示词模板来自定义回答方式', 'number': 118, 'body': None}
2024-04-30 17:22:14.340 | INFO     | __main__:get_repo_issues_list:59 - {'title': '补充遗漏的百度api库', 'number': 119, 'body': None}
